# virglrs commit map, main reworded to the CLAUDE.md commit-message rules.
# old_sha	new_sha ('-' = not on main)	where it lives now	old subject
4b7911f4243b46e3f383d9351bb130976edb1054	895df218eb1fde4dc35eac5ca35e50ad8254bc10	main	harness: score the build that is in the tree, not the one that was
4b8e279361645ad1bf699eb69862abd4124d9072	ca3e3207bd9a265a440dc457dc2395eb51134886	main	harness: score a refusal, and stop the sweep manufacturing one
4be475eea59b44de39234493e5ef4cb83311a3b7	20aef7accd6c52de6d49287d31dab71b3a6d9a93	main	venus: name a blob's exporter by the occupant, not by the context id
4bfdefe89dbbfa3b21c6df07d479f7c5e41c1f26	24a91ebc84db07b184e678ea8df5db7d8db16ad2	main	vrend: say what depends on the pack state, at the state
4c586a12e754334417037803c8c47559183d704d	48807ed2b52042cbd859b719fb18f331c0695d6e	main	vrend: parse the wire fields the draw path indexed and matched by
4c993da7115cff7285336ebdcf87d70b7ed30e26	56919db7265cefccb0fc324fd62b1dadfaa62f1a	main	harness: say what the replay gate does not measure
4d28aeef9b057f0f9c0a98aaa3df477a86e926c3	5d4794062965bc68c043f7ee96c53b6011369ecd	main	venus: serve the events group
4d4b19f88c59717ddf569506b944149c017ecfea	f265650f727585244edc5656eedc6c3081b08adf	main	harness: a corpus that forces the shader blitter, before the blitter
4d7047e3a8476ad7613e7f3ebbe1d5b8700cbb1e	d8d16c2fcaa0b274f95ede088b92e410e3610b8c	main	harness: a caps dump that builds against a stock virglrenderer
4dd24dfa2da78174eb1b1c89bf7767a1145c6154	c4c77951eba0786e8af130c7565002ddb5b845ae	main	ci: pin the probe's Mesa and epoxy revs to fetchable ones
4df3641b3be4b349f6eb5e750ad77bd0a73b3ecd	f0309bb0cc39fa1264cdc0ee2d253a2bc55151a3	main	docs: the glTexBuffer guard is decided and landed
4e12139400880b193247a76da0eb90d6afbb7c76	a612d1415c576e2a53b2d1a05b912dbd474a3d2a	main	venus: witness the one line that turns a budget refusal into a dead context
4e35befcb320f3a2d999a80bef632883a1c5b7af	445e90c4cc9512ee43ae2e609185d8f5448529d3	main	venus: a string is the one wire member that is not a split pair
4e5de9bce233e07bc9194acd78b74e76904d2f74	0337dd5758327ed8a39f3aeb2dc3f69e7b241931	main	venus: a journal whose entries die with what they describe
4e8a8260634a359e251859489a192408f9509f26	99dc6079207a4ca995a870d21b8f36ef25bea761	main	budget: give classic a payer, and the renderer the ledger
4e9fe9f6255db9f0437b68b5cb84d119ee8a9e46	7f4cc307e10bee90c200dda0baa3c5fd21f3cab4	main	venus-gen: witness what an array accessor hands back
4ea0974ea076f2fa8922b9f87d63cb0f9751cdaf	f8ab5e817fa4b34a5d250e8d2484fb6923d9ef1d	main	venus: account for the host memory a guest makes this process hold
4eaac43e2b901c99bb7b711a19b153b0cbf374d4	bdd01725a2708c90b8d49dd3a524b32573ad6b12	main	venus: allocate command buffers and descriptor sets from their pools
4edad1f5a87f685b97e74ada965203c970fa5203	57a190a73880146782ea055c908f7f36daf01694	main	venus: a buffer's size is the kernel's figure on both export paths
4f6cc91b1ccfe68ff97f6891566b6f03826aed31	54a01e3d8bf5664535e8b648e749d7365d1ade70	main	venus: a string length the guest chose cannot be padded into a process abort
4f7842f000ab367aa3e9d4b736a77de4282d6739	925fc7b98d9b9f315cfe6e21615695b4b207e8ee	main	ci: make the probe's KK step say WHY it found no GPU
4fbf425cdac77a42f1f25bef9bda23659bca7225	4a8e8b5b4ef50ec71fcedd8ce44c9eea40fca7e5	main	vrend: do not retry a conversion that cannot come out differently
502c165c63c78005fb4e8bb20cb56bd035b751db	392dbecfeb42c82116d33bf903aa74b8b8807014	main	venus: say which device a deep object is destroyed on, and prove it
50319bb712afa63d5e4a6a379e2968c448014948	00c83d1db6318a368da7c5fb442aa6a326e23ab4	main	vrend: back a composite decode target with a two-plane surface
5066be92ae29904de90d40b4dcd2cc9da2aaa199	4242bb86878dca3c99a6ec92b4dc3b235bca1131	main	venus: name the host's half of the pair the guest already names
519234e8eed655b869763f5bf2d5f16e3c7ab145	d6f597737ade0beda8c15f7c67d4f323be9efcae	main	harness: a golden match is the vrend verdict, not the ink floor
51bb1f82381c51c216cc970a23a17227ffdf0086	8aa2de1b7b496754214115f6c3d4bdc1b51a8fe6	main	harness: the symbol fixture is a floor, the layout stays exact
5237cbe45f66f6a7bc263f7255c4ac8b3fa60c01	8c840b3025f88d1c98c848eae62b3c6ff7ad0210	main	virglrs: the venus capset, and the vkr root it hangs off
526481f2b02de0fac0bdb5f77c7b1715e3a3be7f	79a52c65c805699e79159d0f8d8117285d89f5c1	main	guest memory: mint it, not just map it
531f83f05e2a96d5951b5f53a5367ab59843275d	b38105eb8bd0d82ab8416c250526b7cec13f1a88	main	metal: dictate a planar surface's layout instead of discovering it
533da7c1f78cd4818875b88920ec3b3bcab71fba	289878b7d9cc19ac84510fa5824866b3eb10f776	main	venus: serve the feedback-loop enable, and stop aborting on an entry point a device lacks
53c752a7c670bede3d32eb3fce66f7b3dcd2533b	88044bcbcafbad62cc0a27e352a192db1ff8ddbd	main	vrend: let a second thread bind a context of the share group
5422c6b88f2ae12b3af8d5adced6047360fdad59	78b4abfc67a9ed340666dd82e0a293eceee1cfe7	main	venus-gen: an array parameter is a pointer, not an aggregate
5439430a628e48667e3818cb156783e2085c9515	6527db6aacfe1947e14c47291702eaee48462c9d	main	harness: record what drives a video workload, and stop hiding the decodes
545690c47d18ecb1bf805f57e5a634878400b143	0f60d11465cdcdcceeca0a10f1d19c63ce97cd47	main	test: run the GPU tests, and hold the constraint that kept them out
546cbf55a1417a7662b75913b39c4564f783ee69	8568cc754d0a6fa37fc20e9310ceb953b8cb75a6	main	ids: a resource handle that cannot be zero
547291863c8fab49095a08fedf92f35b537939e7	dd9b0facf8ea3ded9c2717b636cb0e8e516a2947	main	harness: score the conformance vectors, and find the rig lying about rs
549114b1bcca33eed23e18a511e09533fc070c31	7ab86abace05ac3aba8a27fff55aaa792028cad7	main	venus: give the oracle's two failures two names
54f657ad130ef90f959f309f1afbaf9fe21f2448	024cdc0d54cfd9896e6873733ddb94096878dd4b	main	harness: catch the C leaking a blit's texture parameters into a later draw
553eec96997c80d1f710ccd5901c2bdf820db29e	7e150cdf13be7216704e34810602a63a34eaf037	main	vrend: the EGL winsys and the GLES bindings, generated from the Khronos registries
5606691b6c01d5e5500d6504190f70c696c2ea0a	7cd13c2cffb69d93107ec3c133c9bce06522df50	main	harness: free a resource with a surface of it still on the framebuffer
5625040f17d99bd2716a3e074b86578ebf3054f7	89caa399883188a6ec438afaff16f1c15cd4b101	main	ffi: hand the guest's buffers to a closure, so the borrow cannot outlive the call
577a3be5d07bdb757404fc9026c61e0f4bd1aa02	71a80b7a97ade3b60b34584166032cf4f01f6706	main	harness: score the scanout on a host that exports its storage
5791eb1f4e79daf455522db73f30c1ee98becf34	e509d412d88085df9ccefe65b831b79d8f043fcb	main	harness: gate the resource a guest allocates only when someone types
57b072ddf8102dd9b73d1f383081b11119c7826f	891f65855c22fcacf8550b074c9ea40a2714df8f	main	vrend: bring the classic renderer up -- resources and transfers on a GLES host
57e7778c8dd4dcce670c30f7a9197b2fe3e9a451	d1feb8827726b1a7dac1017afa72bba5f04cd7a9	main	docs: venus has one leg on Linux, and say why
57fd10657846745a801c22d41998d24f63589f2f	7a220d0dd9cb5674295d9804caa94291d5385587	main	video: reconcile a decode plane's two pixel sizes where both are visible
580e5b1de7478da227139a2691bae2cc96769c23	429e0378409ad141ab5489bfffe3feb40a80ded2	main	venus: serve the fourteen simple objects the corpora ask for
5838024256942d9059b18c06a7ac326dfbf1fe53	1166fd592e43567cd3fa0e6759df2c4bbff75038	main	venus: report which commands a corpus asked for and this build refused
58613ed1c58c162f21fd309a3e7f999fb2ec0c13	486abc679b50abbe4ee9538cfbebf1933bdbd3c0	main	venus: a query with a `ret` says no in the field built for it
58a29c9b1ac982cbde7f76a90df3bc8a6b809b9b	0ed4eb7639996b57bd6a0813b94edce38ab7298e	main	venus: let the journal drop what no export would carry
58c4b55d489a5c121bd4084ed9e8bff7ff3a8261	2332e22044523029ff22eea083ccb8d5d7dc3a5e	main	docs: the classic drop-and-log item was already served
593350ecf230ccdab11db9f67cf3d6ab6b5eaaf3	94572f596885bd7f5923976634b135693ebb5399	main	vrend: a knob to price the ctx0 sync a fence takes, and why it is unresolved
59bf7e4ae4b489dd992db921743f42a76c14bdc4	e48317b72df1304b35f2406e1b29f677d236cf15	main	venus: say when a capture read back nothing but zeros
59f82eb2ea651e19921be95f43196bbe3a58b60f	6fa3639c2b8b21c870dbc462242c2e52481fd188	main	vrend: offer the composite planar decode target
5a48d1bd1b466622423c75fe254fb5d6ee3beb43	13b6e43f1b6a1cd2baeeeec2231580db725bf648	main	vrend: record that the reimported texture was checked for a channel swap
5af9e8fd99867570823a30a8d5f9c99abbae1ae3	f47b52a2107b9d32ff631e51e90bac3474fe93db	main	docs: the GL client on the Vulkan compositor is served
5b2267087ea6f3d87b07d4ad8dfd05a97f4166ac	aba42740aeca95377f57ead9ab3913c07fe5ffcb	main	vrend: finish the context that rendered before a scanout is read
5bc29de95b30affee49927ef07d5a132cc0d114b	f8fb79419ab40a9aa62f769df8962904da32966f	main	harness: check sampler views, not DSA states, for the resources they name
5bd076303418f4adabd1b5625ef8aab1639c0eef	cf342831345bdfc2b0d404a82fd601e3b5cb92fa	main	venus: write down the commands a guest may send and this build does not serve
5bf658c949740524771b1ca7152955e2867dd94f	a642aed5951c10b9f3749268829a65ce092c2685	main	venus: serve the fifteen commands a frame is recorded from
5c2f19604c98a4e72ab68289469ec4fd3fb3f823	d34b8a7487bc8e9915cc4795f29778668b1bf9dc	main	venus: stop an array accessor offering a None its command cannot be in
5c446354736e644280116c48598adea14329e9dc	dad5dc6058abb983661525ea9f67547c82aeeb16	main	vrend: hand the VMM the cursor's pixels, so a pointer is drawn
5c86d9a80c2b8826f290761015cc32cbc31ad6c5	f5cb3399e4ff5bde5de0362bfbb5e218a73a188a	main	vrend: a render-target view belongs to its resource, not to the surface
5d269fe8a1c12a03d2113987ce06f1f4210d3758	0559bb8bbb9e053dc8aae8a1642d4a9936d6b927	main	harness: let vkr-replay.sh take an explicit --renderer again
5d7f4dc364d9a3d24ca8601c440579ffa8320da0	6177b275ea81a9b64c35afff5e17e23e5a33368f	main	metal: a scanout is minted in the order its image was created in
5df470f95b087e5240d896c79f5e9afcbb279fd8	433eba228553c743f4aeddb12c5cce02fd332f49	main	ffi: one ownership rule for both export calls, and no silent narrowings
5ec180e2282a7703ad6fde33b4077fcbf52f41ff	f73edc2e16fb8f5046f8ccf732a04583848a0627	main	vrend: make the attach that clobbers a guest's bytes unrepresentable
5ed1c24b4b98331b8e0e937f5c58bddaa79d7787	cf64afc90b90316d3b2ef450491fd35ee0a7f8a2	main	vrend: read TGSI text into typed tokens, and print it back as the C does
5f4fa4ac04148e4248d81c8a46ca6a6ecebceb37	506c13673ad8b996f3d5a476fcae4e9706da8cd0	main	venus: let the driver tile where the storage is its own
6141c343f336812afd129f523fe272b1070df7a2	ad5cb6f4e1d3b1444fd678ea49dc7bac2b7fae72	main	ci: ask the paravirtual device which MTLGPUFamily it supports
617413333656241e7a1075baf2d5e4ccbc089447	9faabd1421e006656816a7d9f032aba9c2fdba94	main	vrend: a handle names a resource or storage nothing has typed yet
61a1db51d681951f5ec1083cd3ad887c3b153d2e	6806d398daa01394557cc943bbcb7652cddf450d	main	venus: advertise the external memory the Metal path emulates, both halves
61abe500be5749a364b863d6c54084506caa2fe2	deb095baa3042d3ba867df7866a471a08e4261c2	main	vrend: split the fence's cost into the walk and the sync, and by hop
61dafee09eccd66b38eed306bdbd8b7c9ad71a64	ce96f6f300d0bb8f6f74da71a42a48309410e07c	main	harness: the plan to rewrite this renderer in Rust, and the test floor it needs
61f8a3d6d8ae7a85a45acbdad31b75c22c1c2357	1c38a599ae9ad5ef510dbf4d47a64413fb65cfbb	main	docs: book what the minting work left owed, so it stops living in a session
622bf519c9bd0b74deeec1a79e159ebb9a62e091	152afcf17760d37b9cfe15e947e068213a4d1d58	main	harness: teach the four scripts the host they are running on
630701a80dddd6239a7a1358d275f1938c18caf6	10b7db23a26c010d5aa6b22bb0d5f745c1fe1ecc	main	harness: the census zeros are the declared exports now, not every allocation
6338ca159dcd1eb74056eb068a81e29bb53fdab3	27fab2dd7ab863ce0c568414de03ec95f9e64074	main	egl: import one plane of a planar surface, in that plane's own layout
633da4677eab57a198c2b237018d812f11656917	b0c007f0bd61dba33ca2871fd38def3b39219182	main	docs: comments say what is true, not what changed
637802bffc8a395c32edd87cc60ae58fcf700232	d7cf8963739f24817138ad868659c6faa358f634	main	vrend: charge the IOSurfaces classic mints
6379dc0ddba309392bacd22ab9020d9d0dc25fc5	14fd69966366a8b765f63a14c85144d3245f85f7	main	docs: the scanout gap is closed, so say what is true now
647684ced9ca7366f01286ad2087b75d350a4c98	27883eb3357722fd75940ac15885be067253e43e	main	venus: name the command that poisoned a ring
6500022569ba24d660cad3ab90700f120ad3479a	585568049cc36add6f7297d4800e2205b312e8b4	main	scanout: read the presented IOSurface back, so a headless boot has a frame
652dff65fe7089aea2bdbc693cc070f747de6ad0	9e6922ab98ec64c9012245b1558d21fd27008f63	main	venus: give each bitmask its own type instead of 87 names for two
66025c794ced8d8b1783d3bc9cfac2e0f9ca5fa5	ee44a79b3fd0eb846fc52239a57056bdd8939146	main	harness: re-pin the caps fixture from a replayer that registers the VP9 decoder
667ae6c9f1a8f04fe24d4f6a49c5519791ca51d1	d4e09c68da0b23899f74165b6b52c97227c9a485	main	abi: answer get_iosurface_id from the surface, not from a memory
67152460a603b6e5435369251012c96c1bc28ab5	a3a7c17084d4b62e18ccfa05f210577ac9f820ae	main	vrend: a program delete unbinds what it deletes
67714fb5e1e7f271a98f4e9cb257c5c3f0f294e2	5a0bb1d8d9a77e248a508b6baa99ebb569eb91d2	main	venus: one slot per object id, so live and ghost cannot both be true
68ac4fc3b5924977516e1cebbb820317031a781b	ae8d1be6dea0c9014f8ac341d2b17da1421dbccb	main	harness: replay a workload that spans contexts, not half of one
68c05feae24d832b344411c4ef1fcccd12720600	d110194e67877746f1d40c73ca26c4a07df6b847	main	vrend/video: replicate the frozen picture into every dropped target
6926251bb1f96da2ea921ab89da15b86657a2b6d	0fe94519704c836f7f1095cf376a69c994e516e0	main	venus: an import holds the storage it resolved
694ee93215db24fee6b91caeb274f3069d13a5f5	37c97c791e48c89560b753ab7e430ea4eb33b714	main	harness: tell the result page from a test page by its pathname
6a69c6f10d43b5ef36cdcfc37496628c9a9eb1df	9e14c10ca805d256b93ad013a2f6666ad2bc6b7c	main	venus: the ring loop, as a thread that owns its ring and dispatches nothing
6a6f7f042a08bc182cf63a1bdfe54f8cffcbe537	1d2dfa543abb1e850cfbf983a49cf5121fed7c4e	main	harness: separate the two reasons replay cannot score the ring transport
6a7b899100bc7bdf61d20f330cfd21c7be756516	f6258ec9c819e360ff13a858bedf9ae50abd1b22	main	renderer: trace the other door into a scanout
6ac319c92f3d76a958c7dae4a40d8ce215a4cebc	3b2165cc685b132d5ae2f6b9f88c4e74f019efae	main	venus: advertise what this build can serialize, not what the driver has
6b028b7ecad1f96d6672a63dbef9c270bf2d5fa3	0d50932e2d40af2ab7043df4b2c8a2d3ef31ac3d	main	vrend: stop advertising the composite decode target this build cannot back
6c8aaf2844d2e0903854515edcc887efa94cbafc	cf2cb153456133603b63a9b82f85d0a446aec946	main	virglrs: the venus command stream, the trust boundary
6ceb2caed87322922c7dd1fe19e1b05f004e3ccf	cc30de8dae4fcb035894a86338dedb12468b273f	main	venus: resetting a descriptor pool frees its sets, and the table has to be told
6dd6dec1268e121305aafd51d9a3bbe477ef8af4	46761cd6c588257989e60153688b992b0b3f300c	main	vrend: the ctx0 fence sync is free, measured; drop the knob that asked
6ded116ad5c15cdc0fdbd2b175075b39aa575917	d7866b307cefdc53528f6a5869519b385a70fab9	main	metal: mint the IOSurface a scanout blob lives in
6e1c4c151060be7023766cb57c9a4a5e358658d2	c12bf92685e8656a5abd36f1a57e26c67598cc39	main	renderer: return why a blob was refused instead of printing it
6e952f194ac130612edbc341b287e386f0c9c086	1da61ea3f02de60b3608e213aee11eebcbb9e085	main	docs: exportable and presentable are two questions
6ee9f616dda360d4c5e85a148b0204e220767b1d	1a3c8e0f734c9ce0ac1014af49edacf36bd942ee	main	venus: own the driver's memory instead of substituting pages for it
6fe7057788e85ab454877136ff61904ef41cde08	5971b92d1257c67be2921c261a498e4846ba98a0	main	video: decode AV1, hardware only, refusing super-resolution frames
700f096e0358b06af7a8d77fb648a2ec17e2a254	2d6076e34f6d3708cec83fde99f78caac82341b1	main	venus: three transport facts that each change a design, established not inferred
703450861a703e3110717b73181034d4f4b9d258	b78b16719b4802799416e317ad972450692d1dc8	main	Give the twelve files that never had a licence header one
716cfbf8d7b8da7d7f0d0e68a13b8ac5683e3721	0b2d291e9adbf75578172e2a6872f4256133867d	main	renderer: describe a resource in the renderer's own types, not the ABI's
71f563e52b477ae9ffac8aa63144f56db9fca88f	faad0a6f239febc1184d5eb51c9248049b9b0913	main	virglrs: the skeleton, exporting the pinned ABI exactly
73157eaf61c7521a7614bf5fff34527729942868	dd3608bc85559e81d2c2eb0dbbdd4f4117bfe42b	main	vrend: answer a feature question with a bit, not a tree descent
73a57035f2900f24a3910be424a993d5eec13fa9	479a694aab42ee76c284fb40d7f8667ef7df1ac9	main	spike: the memory entry holds up on both sides of hv_vm_map
73c4e1d29fce21537f733be3aae9c3c7001b00e9	6641d51fb1c399e67b19bd16432373b5fbc9b59e	main	harness: gate a program and a sub-context destroyed under the renderer
747df157bf7785794cb7b839eb5fef401c884e20	efe13e8ef14e0d76315ce992a6e3a17107e7d2ac	main	tgsi: reach the shader fixture from the crate root, not from inside it
74bd8278703c193b55c353ea9d6a236d20bee29d	b39f2f6fce6dccb0cd40a7c4c2aad9d990f75013	main	venus: back memory the guest means to export with pages this renderer minted
75c9189d5b7410991533ce2c68098154ce71847d	b262c1bb7b8a296f4b182a5f109145d474b16643	main	virglrs: spell out the type names that were abbreviated for nothing
75dc628f0b14a730fbcb2ea587a4d4276c8ed49f	04e2ff635a16033352baed04bbe66ed81bf31e1f	main	venus: close the five holes the sabotage sweep found in the transport witnesses
75f87d09dd94e8e6b8f1e3574da061c31d9900fe	ed5c9c5ff39fe581e9e1e9447b6e2f484b21925c	main	venus: create an image the guest shares with rows the host can address
76efd9fd7ec107025db89056331f65e87a4553ac	5037aa8b51119f5a9ddad5021d47761d35502b3a	main	venus: carry a context's sync state across a suspend as what the guest asked for
7818ebd6920bb5c00d082921d680a38bd67fce27	ee73af3997c2b7a7b260cd13c37788748dabcb5a	main	video: synthesize the H.264 parameter sets
783701e11075bd3ff684d6221edee3bc8fed952c	5bf261604fdb5bd1c71d494d41431b326e37d77d	main	harness: a capture rig of our own, so a real guest can feed the corpus
790aa82ca8d6880d4f6ba84ea80dc6f563f3e03a	a93edf9fcc4dfa04d2ccfb600b5327b550b9ce0a	main	venus: serve the four host image copy commands
7931b574a9b32afc3669c770a8e9ec9ca28754df	5d1d2c074e510d0d4149b97c89a9d4e17c9c2e0f	main	venus: carry both halves of the (guest id, host handle) pair to the object table
798b0ea5601479755876f238a8d2d7421bf7fb9b	ab7bb0f8b49458333630bc245dda3dfd53a2c5b8	main	harness: gate nine corpora on Linux
79b1314495ee7eac25003fc470a8c136bb3efb1a	abe24b77ab455dd2fe8b58be211fcf616ec0503d	main	harness: say which blob went unfed, and when the cap bit
7a84f74fb64da7c85c0654eb3c5a24508d9e984a	17d41790615a45d8ba018292213ec81a8b2ccd46	main	venus: say what a line on the ledger costs when a guest reaches it
7ae9a9a6dac9a767be8452d94aad402c277bff12	74cb2dd851c5c5b45af067ddad9580ef18a9c531	main	build: ignore the machmem spike binaries
7b751617d18ad7c3aaed30d471a36ca6efac2ca5	5c6dff8d69d0f3f2d28ea9774ebaf306f54eb62c	main	vrend: a program has a name and a uniform has a location
7b7901b93012c3ab5f61571cdfff9535b897b8bd	d156622edff6fb73ad8543b5b13ba128bf4c934b	main	virglrs: generate venus's dispatch trait, the renderer's side of the wire
7bc77163303725d995f3c67bbcd3a8df8a4373f5	8f25629d3fc70bad7c383ebb4a77d1bad6fd495b	main	docs: there is one AV1 decoder, and it is VideoToolbox
7c65f0fd632a45d20bedf4f339baf6d5777b5e4e	8dc2589a058380687eab9a2a0ecf721ba57c3244	main	vrend: a page-flip finishes the surface's contexts, not every context
7cf3972fde5e9e2bf5a7fb6b31d77bb429675801	f74323efd447c375059d1e7130608d95d7c15dbd	main	venus: name a recorded context by id AND generation
7d0d3f2461c5413ad29e087d204eeee9f8fbb62f	e8358838f3529a30a3ab12b905fea8464435fb2f	main	venus: refuse every id a failed enumeration was offered
7de5b5ed40f5c8a5ccad3bc1579bc237911acfc7	363dbaf7dcca6c96d9bc467391bef43d6bd5e951	main	venus: swap a device group's host handles for the guest's own ids
7df09455e4e36054833e740d5e49f767ea134395	a18fcb848a38953c037037cb4b00ffd2833ca401	main	vrend: a ceiling on the sample counts we advertise
7e9f238022c49f5dc7a1dc2901e115235053a680	1eb86eebef631e70518e08af565cb889cef4e6fa	main	venus: serve vkResetFenceResourceMESA, and own the fd its export leaves
7eee0f7fd8dffe4ebc77ac169c457db357a462dc	d8aa5e4a486d80e4a40119c31c2472709a8239bd	main	venus: serve vkFreeDescriptorSets, which GTK's Vulkan renderer needs a few frames in
7ef391cd40412a0c699c1ded7c93bc60b73f40ef	790435ef3e48bead333186dff337df8de33c153c	main	harness: a desktop corpus with its wallpaper, and the first pixel gate
7f0589a72d51af990000b57b22441179c3a4f909	d1d8ae472e0c061e3c262635ba43cf60314b51f3	main	virglrs: fill the venus serializer's gaps, and fix the pointer's wire width
8029524dcde8a831d1c4ca768b75b451dc0aebf9	6d222f5849aab64c634f11fe83099d751ecce719	main	metal: copy a decoded picture's rows into one plane of a surface
820dc73b971225d3bb8b8ddd8597b864ed34ab24	34c59b22118652d49bb1a742e2678b916db44aed	main	venus: let a recording name its buffer once
82c358f1f624c72d1ed166f9ef80bcfb399024fc	8a973d5ea7dc0a82dba8407f0d6e449862d9b50f	main	docs: P6 is done, by a shorter route than the plan described
842a03ef9e98554a38f1435f9139f006015fce20	6728ba1d17531e8cf306c66405225cf453c36360	main	vrend: only a format a display controller names can be scanned out
845f810d3bb989a8da4e5c5e470f487e396268bf	3b4ed0c90f8b492e42cbf89e77f3b7a16e7cd4b4	main	harness: score AV1 decode against the C, 400 pictures across six clips
84b63331a4913b67bd7a049181a898745ed19be6	9495e2bb688a9cfb75eb8528d0b97979d4c93c79	main	venus: wall the command structs' single-value members, as their arrays already were
8535a879360e38e9451a3a3df09e708a94244f1a	eedd323e306c02336c8d356cd9ed2aeb57131a4c	main	vrend: retain the video creates on the records they create
857bd2594769efef059377fbda3fe2f53fcec075	191d5a43472dd47a57b0e56d4905e69fb8506f88	main	venus: a shared surface carries its own charge, and outlives the context's slot
865f1f68c15b5d74373315849721febddfc267e6	7db92104b3731183d7f91aa43eb780743bb71f3a	main	harness: rebuild against the resources the context could actually reach
86a0a957a370ab482a64326eec91d0ed5d76d8c9	ec117961c76f41ccafd21b407e72849ab4040558	main	venus: an array's pointer is not the handlers' to read
86f58da4c13360ed32dfb9587fd8cb0190ccdd92	9cf087176cfc04f148a23e6b272bb3699beabb85	main	venus: let the memory ledger name an occupant by the key, not by a count of its own
874936c2ecaf5fb4489bd38243ff88ff7cc8db93	c2204fc1db8ba065ebf94b087cd9e50695cfae62	main	harness: score against a fixture recorded on another driver
87f8e8127073d10576ef10816aca529f7aa8fa89	4aef110aaf4fa30924e13a5676ab1a893b19e235	main	harness: name why the Basemark scores cannot be fetched
8826e9ad38424bcbe30e5a1e2d1b99effe3aa89f	3fdbc324a87b355a9e5e5357a5222dbf68977b7e	main	harness: record the aimed numbers the fence fix leaves behind
886f0d8d45b0c3fa5d83324bd033145304e45db7	94c1f21371282af98f63392ab4b113a775a19e70	main	build: optimize this crate on the dev profile too
88e77f5ca0ec871a0d9b0c4e0016f58bfb68b7c8	aa6d14bf4db0ef1de5cc624b9b70e6600524b9e7	main	vrend: decode the classic protocol, and prove it against the guest's own encoder
894b36d9270e03ef176c530556c256eae4c39f0f	728e64c3b849dc3a7dd0d2d27e7ff38bc76de6bc	main	vrend: make a classic fence wait for the GL work it fences
897d1ade96638d9959a7972dd1aa56bc53ac79fc	310ee626aa3ec2114cc7bcb20989212f5f0a5efa	main	virglrs: generate the venus command layer and its dispatch
8a1acc2d2502076f0377380c39086b401068461c	112e3fd30479bb235ee2c54f4e42f6cbb864865b	main	harness: the venus decoder's differential test, and the four bugs it found
8a1baef435f392655450b326f1aa07ccd9130cc1	4dcb4f7339c455a17b8261038c50631b4de2be9d	main	vrend: put a texture binding back after filling a blob, don't clear it
8a58429838c55c9d2121d56012ac68958037f065	6a09aa948922be2f3e0449f1c2a49038c3575d3b	main	vrend: select each shader's variant under the key the bound state makes
8a893f4b0ce1c6c1210842a3247461f4253b43a0	b5e043e84e0140376efca85a03d87287dae7da0f	main	vrend: the IOSurface scanout, closing the no-draw gate
8aa9be25eefe971d7d0e9ff7d99954dadc927c4e	beed4fb3f551e225e39cac22342f5473eac606d3	main	venus: put an allocation's captured bytes back the way they came out
8ac00b6e28b6b55b73f77048b0f79ed2f9e6b31c	b9e1fba9f892f5677e584d860bb454212502c9f7	main	docs: say what venus_memory_export returns now, and stop over-reading the zeros
8adbb41958516f79a433e24a3ff18e12747bc5fe	b0287840bdc6019d6922636552d4cef48cdd13c4	main	venus: serve the sync loop a frame is submitted and waited on through
8b07211313f73273df4a4563fcb5e177bfdf8e3d	31b6a6707b3f762913702056f4c15530c79f869d	main	vrend: a surface destroyed while attached is detached with it
8b4813953e1c5ebbbae1faa988e14948b37d70a1	f31668ab8d7785b260a61de58f0ce17f2564051c	main	vrend: serve the HEVC intra slices that index a set we cannot reproduce
8b5858f8d234037995ca7814f6b6fa06c7b9f859	d69b7f87797faf6936be8aad5e73ccb1ad91bd06	main	vrend: the shader blitter's colour path
8b711235ddc4c0f81a2adfe620559b7e922900ba	efa78eab0ab45a4d84f3fb8887cd92f92386d099	main	venus: give a validated array's shadow the same certainty as the array itself
8c10b36339f9c994a161cdfa33f5bed5603295ce	01f47258169d5810c46aafd993dfcdfe6d492ba0	main	venus: plant contents in a reply's outputs, so a swap has somewhere to show
8ca7fed54ce5477febdc932aec9b35d2aad62249	130c80cdea7dd30d2c1247ce0af92cf5a23a3a24	main	harness: re-pin the caps fixture from the merged C, and name what now differs
8d14dcaadda012788a7ba49b4deffd1a722d2aa8	d281b5b4fbb837634dd073838f2cde9d4074be2b	main	vrend: reconcile a blob's layout once, and say a refusal once
8d31c3a20ec1f0907829b9eca3033644406b156c	7e5372dc3457640cda1cd777e787ce0a5b3fe616	main	harness: capture the bytes behind an imported blob
8e0c69664c25caddf1dedce38f553b4fdb25e7d2	47bd36e8c34cacaab91db066ad2dba4f2d022a45	main	venus: build the pipelines a command buffer will bind
8e58a03381ed71020766944030de80c5e2df26e5	81811c90ac52b8bf6cc00b06176fdc641cce8a40	main	docs: the scanout leg is not a platform, and say what it costs
8f62e72c30fce7725eeda0fe7526c9116f336f2a	2b27eeb58250f651a0e5986860fa5ef5a796fa67	main	venus: a blob is an array whose element type vk.xml declines to name
8fa913825d40e18b4f25cb4ac83e307a0130dfc9	7b6f3ffaffa4b8e178cf61e08ad25c0e4c7c41d9	main	harness: pin the remaining ABI structs
90cfa33a02340d78060037905601c7fb27868e70	7c85f2983ad607447ebac080d898894262cbaef4	main	venus: keep a ring's published virtqueue seqno across a restore
